sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc,word_count
"What's more, they may hallucinate -- that is to say, they may present output that contains incorrect information, falsehoods, and biases.",New Student Experience,First Year Seminar,Montclair State University,Emily Isaacs,conditional,0.5990664958953857,0.22619723,0.5990665,0.17473626,21
"Generative Text engines such as ChatGPT should be used as a tool to help better communicate the information one is presenting, but should not be the entirety of it.",UNIV 112 (Focused Inquiry),First Year Seminar,Virginia Commonwealth University,Bradyn Barr,conditional,0.7893325686454773,0.11399377,0.78933257,0.096673734,29
"It is therefore essential for you to do the work on your own, without help from AI or from any other resources not permitted by your professor.","UNIV 200 Advanced Focused Inquiry: Literacies, Research and Communication",First Year Seminar,Virginia Commonwealth University,Meriah Crawford,conditional,0.5137896537780762,0.44266945,0.51378965,0.04354091,27
AI also confidently invents sources and quotations without noting that they aren’t real.,"UNIV 200 Advanced Focused Inquiry: Literacies, Research and Communication",First Year Seminar,Virginia Commonwealth University,Meriah Crawford,conditional,0.5103569030761719,0.44448748,0.5103569,0.04515566,13
"However, it is important to note that the use of AI should be supplementary and should not replace the development of essential cognitive skills.",GEO 395: Geography of Michigan ,Geography,Central Michigan University,"Gabrielle Likavec

@gabsdarlin 

(Note: this was created with students in Spring 2023, using referenced LLM with edits from our input)",conditional,0.640346884727478,0.11492585,0.6403469,0.24472731,24
"•	Final Inquiry Project:  AI use may be appropriate in brainstorming, data analysis, and/or editing of written work, however, as above, the content knowledge should come from you.",GEO 395: Geography of Michigan ,Geography,Central Michigan University,"Gabrielle Likavec

@gabsdarlin 

(Note: this was created with students in Spring 2023, using referenced LLM with edits from our input)",conditional,0.8687397837638855,0.10266005,0.8687398,0.028600117,28
"The same standards are in play - you or the AI must cite the copyrighted materials used for the paper, and these (as well as their authors) must be REAL.","Physical Geography, Urban Geography",Geography,San Diego City College,Lisa Chaddock,conditional,0.48559701442718506,0.45502287,0.485597,0.059380088,30
"AI uses previously published work so if you use it without acknowledgement, you are committing plagiarism.",GOVT 108: Introduction to International Relations,Government,St. Lawrence University,Ronnie Olesker,conditional,0.5346419215202332,0.4300751,0.5346419,0.03528297,16
"Cautionary Note on AI Bias: 
AI systems, while powerful, can inherit biases present in data/algorithms, leading to unintended discrimination and skewed outcomes.",GOVT 108: Introduction to International Relations,Government,St. Lawrence University,Ronnie Olesker,conditional,0.4515896737575531,0.24308218,0.45158967,0.30532816,22
o        Always fact-check AI-generated content and verify its accuracy.,Community Health and Wellness,Health,CUNY-LaGuardia Community College,Jasmine Edwards,conditional,0.5228732824325562,0.24874498,0.5228733,0.22838175,9
"The student is responsible for reviewing and approving any wording suggestions from AI, as AI can make things up that sound good but have little or no basis in reality.",CHHS 370 Healthcare Issues,Healthcare,Western Kentucky University,Mary Bennett,conditional,0.6939564347267151,0.27034345,0.69395643,0.035700105,30
"An example of a NON approved use would be to ask AI to generate a paper without writing the draft, or to find reference material or source material, as AI tends to just make stuff up, which is not what you want to base your grade on.",CHHS 370 Healthcare Issues,Healthcare,Western Kentucky University,Mary Bennett,conditional,0.5579137206077576,0.35876063,0.5579137,0.083325684,47
The current AI models will confidently and very persuasively reassert factual errors.,"Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.5127952694892883,0.11169798,0.51279527,0.3755067,12
AI will provide material that sounds authoritative and academic.,"Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.8088981509208679,0.097701356,0.80889815,0.093400486,9
"In most cases, that material will not provide the level of detail that you can achieve by thoroughly mining your assigned reading.","Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.7485666275024414,0.14292365,0.7485666,0.108509794,22
"Although it may sound great, never be satisfied with AI output.","Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.4614467918872833,0.2938206,0.4614468,0.2447326,11
"Although it may cite sources, it uses that mass of training material –the work of others -- without permission or acknowledgment.","Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.7322059273719788,0.23934954,0.7322059,0.028444568,21
"You may not use entire sentences or paragraphs suggested by an AI content generator without providing quotation marks and a citation, just as you would for any other source.","Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.65785151720047,0.32364622,0.6578515,0.018502312,29
You may not rely on generative AI to do your thinking for you.,"Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.4547792971134186,0.20996039,0.4547793,0.33526027,13
"Be aware that Mercer does not yet have a blanket policy on AI, so you should always check with each individual professor to see what you may use.","Liberal Studies core, History (LBST 210, HIST 220)",History,Mercer University,Andrea Winkler,conditional,0.670847475528717,0.19483045,0.6708475,0.13432206,28
"However, as with any other resource you use to aid your work in this course, you must acknowledge any and all AI tools that you use in the development of your work.","Modern Russia: culture, politics, & foreign policy",History,Boston College,Erin Baumann,conditional,0.7005684971809387,0.21727543,0.7005685,0.08215606,32
You must also substantially revise any writing or work produced by an AI tool before submitting it for credit in this course.,"Modern Russia: culture, politics, & foreign policy",History,Boston College,Erin Baumann,conditional,0.555793046951294,0.40840432,0.55579305,0.035802655,22
"Second, they are often factually inaccurate, and thus should not be relied on for concrete details.","Rock, Popular Music, and Society",History,SUNY-Stony Brook,"Benjamin Tausig

@burrata.bsky.social",conditional,0.8919076323509216,0.08677343,0.89190763,0.021318985,16
2. Don't believe anything that AI tells you.,U.S. History,History,Berry College,Christy Snider,conditional,0.36948978900909424,0.29022646,0.3694898,0.34028372,8
"Generative AI also derives its output from previously created texts from other sources that the models were trained on, yet doesn't cite sources.",DLHE 7305: Introduction to Digital Learning Environments (doctoral level),Instructional Design,St. Edward's University,"Rebecca Davis - APA instructions on citing Thanks to the models shared through this resource.  I specifically modeled mine on #6 by Holly Fernandez-Lynch, #9 by Spencer Ross and #15 by Maha Bali",conditional,0.5840355753898621,0.23445177,0.5840356,0.18151264,23
You may not submit any work generated by an AI program as your own.,DLHE 7305: Introduction to Digital Learning Environments (doctoral level),Instructional Design,St. Edward's University,"Rebecca Davis - APA instructions on citing Thanks to the models shared through this resource.  I specifically modeled mine on #6 by Holly Fernandez-Lynch, #9 by Spencer Ross and #15 by Maha Bali",conditional,0.49426010251045227,0.47855347,0.4942601,0.027186455,14
"If you include material generated by an AI program, it should be cited like any other reference material (with due consideration for the quality of the reference, which may be poor).",DLHE 7305: Introduction to Digital Learning Environments (doctoral level),Instructional Design,St. Edward's University,"Rebecca Davis - APA instructions on citing Thanks to the models shared through this resource.  I specifically modeled mine on #6 by Holly Fernandez-Lynch, #9 by Spencer Ross and #15 by Maha Bali",conditional,0.8880198001861572,0.08937108,0.8880198,0.022609113,31
"However, you should note that all large language models have a tendency to make up incorrect facts and fake citations, they may perpetuate biases, and image generation models can occasionally come up with offensive products.","Master's Level Library Media, and Digital Learning Program",Instructional Design,Plymouth State University,Pam Harland,conditional,0.5583252310752869,0.3602125,0.55832523,0.08146222,35
"When you use AI as an idea generator, you may not use (meaning, copy – paste) entire sentences or paragraphs of the AI-generated answers.",Building Peace,Interdisciplinary,"Barnard College, Columbia University","Severine Autesserre

Public facing syllabus",conditional,0.49976176023483276,0.4598267,0.49976176,0.040411573,24
"However, AI tools need to be used responsibly and with discernment as they sometimes produce inaccurate, biased, unreliable or non-relevant results.",CORE 2096 Digital Literacies and Intercultural Learning,Interdisciplinary,American University in Cairo,"Maha Bali
@Bali_Maha",conditional,0.9129480123519897,0.065508045,0.912948,0.02154402,21
Any use of AI tools at any stage of the work process must still be acknowledged and cited.,CORE 2096 Digital Literacies and Intercultural Learning,Interdisciplinary,American University in Cairo,"Maha Bali
@Bali_Maha",conditional,0.5804805755615234,0.27843782,0.5804806,0.14108163,18
Please note that what the AI writing tools generate is often inaccurate and you may have to exert effort to create something meaningful out of them.,CORE 2096 Digital Literacies and Intercultural Learning,Interdisciplinary,American University in Cairo,"Maha Bali
@Bali_Maha",conditional,0.76736980676651,0.16394897,0.7673698,0.06868126,26
"When an assignment is about reflecting on your own opinion or experience, please refrain from using AI for the personal elements of it.",CORE 2096 Digital Literacies and Intercultural Learning,Interdisciplinary,American University in Cairo,"Maha Bali
@Bali_Maha",conditional,0.8571922183036804,0.09893664,0.8571922,0.043871123,23
"AI-generated content is not your own creation, both being generated as a result from the training data (created by others) and the algorithm (also created by others).",Introduction to Makerspaces,Interdisciplinary,University of Illinois at Urbana Champaign,,conditional,0.6182873249053955,0.34663722,0.6182873,0.03507543,27
"Currently, you are not able to reliably cite the works from the training data that resulted in your output, and therefore AI-generated content can result in indirectly copying someone else’s work without proper attribution.",Introduction to Makerspaces,Interdisciplinary,University of Illinois at Urbana Champaign,,conditional,0.7039422392845154,0.27579555,0.70394224,0.020262226,34
"AI tools are not perfect and may produce inaccurate, incomplete, or biased information.",Comms,Intro to Human Communication,Lewis University,Samantha Ivetic,conditional,0.7375606894493103,0.2111913,0.7375607,0.051248074,13
You should always verify and evaluate the quality and reliability of the information generated by AI.,Comms,Intro to Human Communication,Lewis University,Samantha Ivetic,conditional,0.8452818393707275,0.07762046,0.84528184,0.07709776,16
"AI can help you improve your skills and knowledge, but it cannot replace your creativity, critical thinking, or judgment.",Comms,Intro to Human Communication,Lewis University,Samantha Ivetic,conditional,0.5413104891777039,0.17824872,0.5413105,0.28044078,19
"Think of AI as you would a research assistant, writing coach, or technical aide: useful for support and feedback, but not a substitute for your own judgment, analysis, or voice.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.654086172580719,0.16228205,0.6540862,0.18363173,30
"AI-generated responses should not be considered primary, verifiable sources of information.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.8627671003341675,0.118923694,0.8627671,0.018309172,11
"Verification Is Essential: Even when AI tools provide real links or citations, they may:
Fabricate sources
Misinterpret the content or meaning of real sources
Present confident but incorrect claims
You must verify that any cited source actually supports the claim being made.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.7189239859580994,0.2648149,0.718924,0.016261121,42
"Simulated Reasoning Does Not Equal Understanding: AI can simulate reasoning and structured analysis, but it does not possess human understanding, intent, ethics, or accountability.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.6177623867988586,0.3454469,0.6177624,0.036790676,24
"You - not the AI tool - are responsible for the truth, quality, and consequences of what you submit.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.5841814279556274,0.33159786,0.5841814,0.08422076,19
"AI systems often prioritize what appears likely or popular, not what is academically reliable.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.8406980037689209,0.050230656,0.840698,0.109071404,14
"I selected all sources independently, verified all claims, and wrote and revised the final draft in my own words.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.7584514021873474,0.093394704,0.7584514,0.14815393,19
Students using AI for accessibility support do not need to disclose disability-related reasons for use.,IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.38548925518989563,0.30648914,0.38548926,0.3080216,15
"If you're uncertain about how and when to use AI:
Treat AI as an assistant, not a replacement.",IHJRN101: Media and Society,Journalism - Multimedia,Keene State College,Mike Wakefield,conditional,0.3787693977355957,0.31418562,0.3787694,0.30704495,18
"o	If you paraphrase an output from an AI tool, you must provide a citation (but not necessarily quotation marks), indicating that the idea, format, and syntax were not originally your own.",Advanced Legal Writing,Law,Howard University School of Law,Matthew Bruckner,conditional,0.5474338531494141,0.4264279,0.54743385,0.02613826,32
"o	Failure to do so is in violation of the academic honesty policies because the information derived from these tools is based on previously published materials and is not the product of your own, unaided mind.",Advanced Legal Writing,Law,Howard University School of Law,Matthew Bruckner,conditional,0.6826361417770386,0.29317588,0.68263614,0.024187962,36
"As the author of the paper, you are responsible for checking any text produced or revised by tools like ChatGPT to confirm accuracy and proper citations to supporting resources.",Artificial Intelligence and Legal Reasoning,Law,Northwestern Pritzker School of Law & McCormick School of Engineering,Dan Linna,conditional,0.8318619132041931,0.103704266,0.8318619,0.06443379,29
Blog posts (individual presentations)—generative AI can be used to help generate ideas but the text of the blog post needs to be in your own words.,PUBL363 Cybersecurity Policy and Law,Law,Rochester Institute of Technology,Ben Woelk,conditional,0.7948456406593323,0.10587,0.79484564,0.099284336,26
"Presentations of class materials (group presentations)—you may use generative AI to help organize the structure of your group presentation, but do not ingest the course materials into generative AI.",PUBL363 Cybersecurity Policy and Law,Law,Rochester Institute of Technology,Ben Woelk,conditional,0.6285889744758606,0.30573907,0.628589,0.06567195,29
"In other words, provide generative AI with the topics you want to cover, but don’t provide the actual sources to it.",PUBL363 Cybersecurity Policy and Law,Law,Rochester Institute of Technology,Ben Woelk,conditional,0.6283578872680664,0.0986897,0.6283579,0.27295238,21
"Work created with generative AI will likely lead to a lower grade due to lack of depth,
originality, and attribution.",INFO 619: INFORMATION & HUMAN RIGHTS,Library and Information Science,Pratt Institute - School of Information,Rebecca Williams,conditional,0.5750582218170166,0.37852782,0.5750582,0.04641392,20
"If you use AI, you must trace its claims to sources, cite them, and remain accountable for
the information.",INFO 619: INFORMATION & HUMAN RIGHTS,Library and Information Science,Pratt Institute - School of Information,Rebecca Williams,conditional,0.833381175994873,0.12831773,0.8333812,0.03830118,19
"You may only use generative AI tools on an assignment if it is specified in the instructions, and you must appropriately cite your use of AI tools.",BIOL 4293:  Scientific Communication,Life Sciences,Texas Woman's University,"Ann Davis, Ph.D.",conditional,0.6083965301513672,0.34972513,0.60839653,0.041878294,27
Assume it is wrong unless you cross-check the claims with reliable sources.,Nutritional Sciences,Life Sciences,University of Oklahoma Health Sciences Center,Franklin Hays,conditional,0.8693763613700867,0.09304454,0.86937636,0.037579123,12
The currently AI models will confidently reassert factual errors.,Nutritional Sciences,Life Sciences,University of Oklahoma Health Sciences Center,Franklin Hays,conditional,0.5273343920707703,0.13592577,0.5273344,0.3367398,9
Assume it is wrong unless you cross-check the claims with reliable sources.,Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,conditional,0.8693763613700867,0.09304454,0.86937636,0.037579123,12
The current AI models will confidently reassert factual errors.,Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,conditional,0.4988875687122345,0.13528311,0.49888757,0.36582935,9
Assume it is wrong unless you cross-check the claims with reliable sources.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,conditional,0.8693763613700867,0.09304454,0.86937636,0.037579093,12
The current AI models will confidently reassert factual errors.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,conditional,0.4988870322704315,0.13528322,0.49888703,0.36582977,9
"However, the work created by an LLM must never be used as a substitution for your own work, and they should never be part of your final, submitted essay - either on a test or a formal essay.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.5837230682373047,0.3948705,0.58372307,0.021406444,38
"2. LLMs may be used as a tool to aid in the writing process, not as a replacement for critical thinking and original writing.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.7587273120880127,0.14611651,0.7587273,0.095156185,24
"You must always be able to articulate and defend your ideas presented in their assignments, regardless of whether they used an LLM.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.5589537024497986,0.2604588,0.5589537,0.1805875,22
"While AI may be permitted at times, other forms of plagiarism, such as copying and pasting from unattributed sources, are strictly prohibited and will result in academic penalties.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.6122552156448364,0.3635845,0.6122552,0.02416025,28
"AI can produce hallucinations, fake documentation, and ""borrow"" undocumented materials from sources without proper documentation.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.5237356424331665,0.39049104,0.52373564,0.08577328,15
"While students may use simple AI, such as built-in features of a word processor like spelling and grammar checks, they are not permitted to utilize Generative AI at any stage of completing work (graded or ungraded) unless explicitly noted in the instructions for a deliverable.",ISTM705: Information Management for Decision Making,Management,Texas A&M University,Michael Scialdone,conditional,0.507783830165863,0.44799188,0.50778383,0.04422426,45
"Guidelines:
Use AI such as ChatGPT as a tool, not a substitute:  The use of AI is meant to be an aid in completing assignments, not a substitute for critical thinking or original work.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5261684060096741,0.38748297,0.5261684,0.08634858,34
It must be cited as an outside source and you must include a paragraph that explains what you used the AI for and what prompt(s) you used to get your results.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5764461159706116,0.25492474,0.5764461,0.16862915,31
"If the work you submit is written mostly by AI, does not sound like your “voice” or, is otherwise thought to be doing the work for you, you will not receive credit and will be subject to academic misconduct consequences.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5680559873580933,0.40955725,0.568056,0.022386737,40
Please use AI wisely and sparingly.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5373018383979797,0.36704102,0.53730184,0.095657155,6
"Ensure accuracy: AI is a powerful tool, but it is not infallible.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.8258107900619507,0.117156155,0.8258108,0.057033047,12
Students are responsible for ensuring the accuracy of any information or responses generated by AI.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.7509816884994507,0.19666852,0.7509817,0.052349836,15
Avoid plagiarism: Using AI to generate content that is identical or substantially similar to another source without proper attribution constitutes plagiarism.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.518665075302124,0.45123655,0.5186651,0.030098379,21
Students must ensure that any material generated by AI is properly cited and that any paraphrasing is done in accordance with academic standards.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.7407888770103455,0.22997732,0.7407889,0.029233811,23
"Assignments should be completed in a way that demonstrates an understanding of the course content and learning objectives, with ChatGPT serving as a tool to aid in that process, not as the main mechanism for completing the assignment.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5799920558929443,0.29106936,0.57999206,0.1289386,38
"However, assignments created with AI should not exceed 25% of the work submitted and must identify the AI-generated portions.","CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",conditional,0.5328909754753113,0.43593952,0.532891,0.031169502,19
"Importantly, while AI programs like ChatGPT can help with idea generation, they are not immune to inaccuracies and limitations.","CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",conditional,0.4004778563976288,0.32229576,0.40047786,0.27722633,19
AI output must be supported and documented with additional research sources such as Google Scholar and UWG Galileo databases.,"Marketing Research, Business Web Design",Marketing,University of West Georgia ,Sunil Hazari,conditional,0.7504972815513611,0.08109897,0.7504973,0.16840376,19
"It is derived from previously created texts from other sources that the models were trained on, yet doesn't cite sources.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.6078746914863586,0.23508509,0.6078747,0.15704021,20
"* AI models have built-in biases (ie, they are trained on limited underlying sources; they reproduce, rather than challenge, errors in the sources)",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.6483290791511536,0.24219014,0.6483291,0.10948081,23
"AI tools have limitations (ie, they lack critical thinking to evaluate and reflect on criteria; they lack abductive reasoning to make judgments with incomplete information at hand)",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.7416840195655823,0.17866658,0.741684,0.07964935,27
"For my class, a responsible use of AI-based tools in completing coursework or assessments must be done in accordance with the following:

1.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.365936815738678,0.33909166,0.36593682,0.2949716,23
"Any work that utilizes AI-based tools must be clearly marked as such, including the specific tool(s) used.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.34025144577026367,0.33238602,0.34025145,0.32736254,17
"You must be transparent in how you used the AI-based tool, including what work is your original contribution.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.377851277589798,0.28061596,0.37785128,0.34153277,18
"Students can use AI to help with studying, but not to create graded assignments -- except as noted by the instructor.",CBAD 350 Marketing,Marketing,Coastal Carolina University,Matthew Gilbert,conditional,0.6297478675842285,0.29094335,0.62974787,0.0793088,21
Gen AI can be a useful tool but should not replace your personal skillset and your ideas.,"FMS 139W, FMS291, CLTTHY289",Media Studies,UC Irvine,"Catherine Benamou
@luzaccion (Twitter)   ",conditional,0.7682542204856873,0.14527914,0.7682542,0.08646661,17
"I highly discourage the uncritical use of GenAI, which can lead to mistakes and, when used without attribution, can be a violation of academic integrity.","FMS 139W, FMS291, CLTTHY289",Media Studies,UC Irvine,"Catherine Benamou
@luzaccion (Twitter)   ",conditional,0.6663760542869568,0.28056848,0.66637605,0.053055443,25
"Use only with prior permission
Students are allowed to use advanced automated tools (artificial intelligence or machine learning tools such as ChatGPT or Dall-E 2) on assignments in this course if instructor permission is obtained in advance.",Examples provided for all courses,Misc,University of Delaware,Kevin R. Guidry,conditional,0.5722317695617676,0.33597678,0.57223177,0.09179145,37
"Use only with acknowledgement
Students are allowed to use advanced automated tools (artificial intelligence or machine learning tools such as ChatGPT or Dall-E 2) on assignments in this course if that use is properly documented and credited.",Examples provided for all courses,Misc,University of Delaware,Kevin R. Guidry,conditional,0.49636051058769226,0.38382715,0.4963605,0.119812354,37
"Use of generative artificial intelligence in course assessments

It is critical that any work submitted for assessment is your own original work.",Institution level course outline template,Misc,University of Newcastle (Australia),Sam Doherty,conditional,0.7197297215461731,0.10611476,0.7197297,0.1741556,22
"Before using generative AI tools (such as ChatGPT, Perplexity, Microsoft Copilot, etc) in any assessable work you must ensure that such use is in line with the requirements for the course and expectations of your Course Coordinator.",Institution level course outline template,Misc,University of Newcastle (Australia),Sam Doherty,conditional,0.4416276812553406,0.37827262,0.44162768,0.18009973,37
"The following guidelines apply to the use of AI in this course:

•	If utilized, AI should be used to enhance and supplement academic work, not to replace it.",RELE515 - Faith and Flourshing,Misc,Loma Linda University,Zane Yi,conditional,0.4815022051334381,0.21008648,0.4815022,0.30841127,29
"•	Students must properly cite any information obtained from AI.

•	Students must not use AI to obtain answers on assessments.",RELE515 - Faith and Flourshing,Misc,Loma Linda University,Zane Yi,conditional,0.6974193453788757,0.2751237,0.69741935,0.027456962,21
"While AI can provide a wealth of information and insights, it is important to remember that it is a machine and not a human expert.",RELE515 - Faith and Flourshing,Misc,Loma Linda University,Zane Yi,conditional,0.5564330220222473,0.11047667,0.556433,0.33309034,25
"Moreover, academic work involves developing essential skills such as critical thinking, problem-solving, and effective communication, which cannot be fully developed by relying solely on AI.",RELE515 - Faith and Flourshing,Misc,Loma Linda University,Zane Yi,conditional,0.5663983225822449,0.10975038,0.5663983,0.32385126,25
"In conclusion, while AI can be a valuable resource in enhancing academic work, it should be used judiciously as a supplementary tool, rather than a replacement for independent thinking and academic inquiry.",RELE515 - Faith and Flourshing,Misc,Loma Linda University,Zane Yi,conditional,0.747737467288971,0.067089714,0.74773747,0.18517281,32
"However, it is important to exercise discernment and ensure that their usage remains within the boundaries of academic integrity.",Sample Course Policies for Syllabus,Misc,Tidewater Community College,Heather Brown,conditional,0.9039804935455322,0.062394384,0.9039805,0.033625104,19
Remember to appropriately cite and reference any AI-produced content to acknowledge the sources.,Sample Course Policies for Syllabus,Misc,Tidewater Community College,Heather Brown,conditional,0.7340914607048035,0.18545012,0.73409146,0.08045842,13
"In this course, the use of Generative AI is permissible only under specific circumstances, as outlined in the assignment instructions.",Sample Course Policies for Syllabus,Misc,Tidewater Community College,Heather Brown,conditional,0.5073039531707764,0.41146016,0.50730395,0.081235856,20
"When AI tool usage is allowed, exercise caution and ensure that you appropriately cite and attribute any content generated through their use.",Sample Course Policies for Syllabus,Misc,Tidewater Community College,Heather Brown,conditional,0.6417903304100037,0.31410503,0.64179033,0.044104587,22
Fact-check any information you have included from AI.,"History of American Music, Music Appreciation",Music,Centralia College,Beth May,conditional,0.6889932751655579,0.21763404,0.6889933,0.09337271,8
"If permitted by the instructor and you include material generated by an AI program, it should be cited like any other reference material (with due consideration for the quality of the reference, which may be poor).",NUTR SCI 132: Nutrition Today,Nursing,University of Wisconsin-Madison,Naomi Gonzalez,conditional,0.8526174426078796,0.123976864,0.85261744,0.02340566,36
"While generative AI has the potential to enhance clinical practice, it must be used responsibly and ethically, with a strong emphasis on evidence-based practice, patient confidentiality, and patient safety.",Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.8567566275596619,0.06552779,0.8567566,0.077715605,29
"While AI tools can provide innovative solutions and support for clinical decision-making, their use must always be guided by robust scientific evidence and clinical expertise.",Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.8835790753364563,0.036328264,0.8835791,0.08009262,25
It is essential to verify the accuracy and relevance of AI-generated information against established clinical guidelines and peer-reviewed research.,Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.9350534677505493,0.030433804,0.93505347,0.034512717,19
The use of AI should not compromise the trust and confidentiality inherent in the patient-provider relationship.,Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.47673657536506653,0.31191444,0.47673658,0.21134897,16
You should also not rely on Generative AI for researching information.,"PHIL 202, Philosophy of Education",Philosophy,"York College, CUNY",Casandra Silva Sibilin,conditional,0.5078044533729553,0.29187602,0.50780445,0.20031953,11
Their operation relies on the uncredited intellectual work of the authors whose texts are used in their training data.,Philosophy 186B: Later Wittgenstein,Philosophy,"University of California, Berkeley",Hannah Ginsborg,conditional,0.5871163606643677,0.059989892,0.58711636,0.35289374,19
"Because of the lack of transparency with which they operate, in particular their failure to make visible their sources, they are unsuited to academic contexts.",Philosophy 186B: Later Wittgenstein,Philosophy,"University of California, Berkeley",Hannah Ginsborg,conditional,0.40965041518211365,0.35027882,0.40965042,0.2400708,25
"Generating text using AI is sometimes advertised as a way to help formulate your ideas at the beginning of a project, but using it for this purpose is liable to interfere with your own independent thinking and reasoning about the material",Philosophy 186B: Later Wittgenstein,Philosophy,"University of California, Berkeley",Hannah Ginsborg,conditional,0.5832006931304932,0.068007596,0.5832007,0.34879175,41
"Generative AI may not be used for any part of the writing process: generating ideas, creating an outline, writing or revising.",Theory of Meaning,Philosophy,"University of California, Berkeley",John MacFarlane,conditional,0.5319631695747375,0.4229193,0.53196317,0.04511751,21
"Additionally, AI does not discriminate between fact and fiction; information provided by AI can be inaccurate or incomplete.",CHEM 449A - Chemistry Capstone,Physical Sciences,Pacific Lutheran University,Angie Boysen,conditional,0.801590085029602,0.15917505,0.8015901,0.039234843,18
"But you must (a) think, tinker with and edit prompts; (b) check all citations and facts; (c) make sure you think it through yourself, not just based on the text you get from ChatGPT; (d) rethink everything and the order of thoughts, etc.; (e) You can use genAI as a help to polish your texts but be careful: it does not necessarily make them good; you need to learn good prompts to help LLMs to do that job well; you must check the texts afterwards.",United Nations & Globalization,Politics,Columbia University,Daniel Naujok,conditional,0.49129369854927063,0.47170982,0.4912937,0.036996517,85
"Additionally, users should be aware that AI tools rely on predictive models to generate content that may appear correct but is sometimes shown to be incomplete, inaccurate, taken without attribution from other sources, and/or biased.",Cognitive Psychology,Psychology,University of Texas at Tyler,Lauren Kirby,conditional,0.8905661106109619,0.09008868,0.8905661,0.019345205,35
